Years,Births,Carrying Capacity,Deaths,Effect of Population Size on Births,Initial Carrying Capacity,Initial Max Crude Birth Rate,Initial Mortality Rate,Initial Population,Max Crude Birth Rate,Mortality Rate,Population,Population Fraction,IP1 Crude Birth Rate.ES,IP1 Crude Birth Rate.Intervention Point,IP1 Crude Birth Rate.SW,IP1 Crude Birth Rate.T1,IP2 Mortality Rate.ES,IP2 Mortality Rate.Intervention Point,IP2 Mortality Rate.SW,IP2 Mortality Rate.T1,IP3 Carrying Capacity.ES,IP3 Carrying Capacity.Intervention Point,IP3 Carrying Capacity.SW,IP3 Carrying Capacity.T1,IP4 Effect of Population Size on Births.ES,IP4 Effect of Population Size on Births.Intervention Point,IP4 Effect of Population Size on Births.SW,IP4 Effect of Population Size on Births.T1
0.0205078125,0,80,5.99399714608,0,80,0.2,0.05,120,0.2,0.05,119.877016189,1.49846270236,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.021484375,0,80,5.99370447758,0,80,0.2,0.05,120,0.2,0.05,119.871162962,1.49838953702,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.0224609375,0,80,5.99341182338,0,80,0.2,0.05,120,0.2,0.05,119.865310021,1.49831637526,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.0234375,0,80,5.99311918346,0,80,0.2,0.05,120,0.2,0.05,119.859457365,1.49824321707,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.0244140625,0,80,5.99282655783,0,80,0.2,0.05,120,0.2,0.05,119.853604996,1.49817006244,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.025390625,0,80,5.99253394649,0,80,0.2,0.05,120,0.2,0.05,119.847752912,1.4980969114,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.0263671875,0,80,5.99224134944,0,80,0.2,0.05,120,0.2,0.05,119.841901113,1.49802376392,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.02734375,0,80,5.99194876667,0,80,0.2,0.05,120,0.2,0.05,119.836049601,1.49795062001,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.0283203125,0,80,5.99165619819,0,80,0.2,0.05,120,0.2,0.05,119.830198374,1.49787747968,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.029296875,0,80,5.991363644,0,80,0.2,0.05,120,0.2,0.05,119.824347433,1.49780434291,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.0302734375,0,80,5.99107110408,0,80,0.2,0.05,120,0.2,0.05,119.818496778,1.49773120972,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.03125,0,80,5.99077857846,0,80,0.2,0.05,120,0.2,0.05,119.812646408,1.4976580801,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.0322265625,0,80,5.99048606711,0,80,0.2,0.05,120,0.2,0.05,119.806796324,1.49758495405,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.033203125,0,80,5.99019357005,0,80,0.2,0.05,120,0.2,0.05,119.800946526,1.49751183157,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.0341796875,0,80,5.98990108727,0,80,0.2,0.05,120,0.2,0.05,119.795097013,1.49743871266,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.03515625,0,80,5.98960861877,0,80,0.2,0.05,120,0.2,0.05,119.789247786,1.49736559732,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.0361328125,0,80,5.98931616456,0,80,0.2,0.05,120,0.2,0.05,119.783398844,1.49729248555,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.037109375,0,80,5.98902372462,0,80,0.2,0.05,120,0.2,0.05,119.777550188,1.49721937735,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.0380859375,0,80,5.98873129896,0,80,0.2,0.05,120,0.2,0.05,119.771701818,1.49714627272,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.0390625,0,80,5.98843888758,0,80,0.2,0.05,120,0.2,0.05,119.765853733,1.49707317166,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.0400390625,0,80,5.98814649047,0,80,0.2,0.05,120,0.2,0.05,119.760005934,1.49700007417,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.041015625,0,80,5.98785410765,0,80,0.2,0.05,120,0.2,0.05,119.75415842,1.49692698025,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.0419921875,0,80,5.98756173909,0,80,0.2,0.05,120,0.2,0.05,119.748311192,1.49685388989,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.04296875,0,80,5.98726938482,0,80,0.2,0.05,120,0.2,0.05,119.742464249,1.49678080311,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.0439453125,0,80,5.98697704482,0,80,0.2,0.05,120,0.2,0.05,119.736617592,1.49670771989,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.044921875,0,80,5.98668471909,0,80,0.2,0.05,120,0.2,0.05,119.73077122,1.49663464025,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.0458984375,0,80,5.98639240764,0,80,0.2,0.05,120,0.2,0.05,119.724925133,1.49656156417,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.046875,0,80,5.98610011046,0,80,0.2,0.05,120,0.2,0.05,119.719079333,1.49648849166,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.0478515625,0,80,5.98580782755,0,80,0.2,0.05,120,0.2,0.05,119.713233817,1.49641542271,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.048828125,0,80,5.98551555891,0,80,0.2,0.05,120,0.2,0.05,119.707388587,1.49634235734,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.0498046875,0,80,5.98522330455,0,80,0.2,0.05,120,0.2,0.05,119.701543642,1.49626929553,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.05078125,0,80,5.98493106445,0,80,0.2,0.05,120,0.2,0.05,119.695698983,1.49619623729,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.0517578125,0,80,5.98463883862,0,80,0.2,0.05,120,0.2,0.05,119.689854609,1.49612318262,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.052734375,0,80,5.98434662706,0,80,0.2,0.05,120,0.2,0.05,119.684010521,1.49605013151,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.0537109375,0,80,5.98405442977,0,80,0.2,0.05,120,0.2,0.05,119.678166718,1.49597708397,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.0546875,0,80,5.98376224675,0,80,0.2,0.05,120,0.2,0.05,119.6723232,1.49590404,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.0556640625,0,80,5.98347007799,0,80,0.2,0.05,120,0.2,0.05,119.666479967,1.49583099959,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.056640625,0,80,5.9831779235,0,80,0.2,0.05,120,0.2,0.05,119.66063702,1.49575796275,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.0576171875,0,80,5.98288578327,0,80,0.2,0.05,120,0.2,0.05,119.654794358,1.49568492948,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.05859375,0,80,5.98259365731,0,80,0.2,0.05,120,0.2,0.05,119.648951982,1.49561189977,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.0595703125,0,80,5.98230154561,0,80,0.2,0.05,120,0.2,0.05,119.64310989,1.49553887363,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.060546875,0,80,5.98200944817,0,80,0.2,0.05,120,0.2,0.05,119.637268084,1.49546585105,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.0615234375,0,80,5.981717365,0,80,0.2,0.05,120,0.2,0.05,119.631426563,1.49539283204,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.0625,0,80,5.98142529608,0,80,0.2,0.05,120,0.2,0.05,119.625585328,1.4953198166,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.0634765625,0,80,5.98113324143,0,80,0.2,0.05,120,0.2,0.05,119.619744377,1.49524680471,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.064453125,0,80,5.98084120104,0,80,0.2,0.05,120,0.2,0.05,119.613903712,1.4951737964,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.0654296875,0,80,5.98054917491,0,80,0.2,0.05,120,0.2,0.05,119.608063332,1.49510079165,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.06640625,0,80,5.98025716303,0,80,0.2,0.05,120,0.2,0.05,119.602223237,1.49502779046,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.0673828125,0,80,5.97996516542,0,80,0.2,0.05,120,0.2,0.05,119.596383427,1.49495479284,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.068359375,0,80,5.97967318206,0,80,0.2,0.05,120,0.2,0.05,119.590543903,1.49488179878,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.0693359375,0,80,5.97938121296,0,80,0.2,0.05,120,0.2,0.05,119.584704663,1.49480880829,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.0703125,0,80,5.97908925811,0,80,0.2,0.05,120,0.2,0.05,119.578865709,1.49473582136,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.0712890625,0,80,5.97879731752,0,80,0.2,0.05,120,0.2,0.05,119.57302704,1.494662838,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.072265625,0,80,5.97850539119,0,80,0.2,0.05,120,0.2,0.05,119.567188655,1.49458985819,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.0732421875,0,80,5.97821347911,0,80,0.2,0.05,120,0.2,0.05,119.561350556,1.49451688195,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.07421875,0,80,5.97792158128,0,80,0.2,0.05,120,0.2,0.05,119.555512742,1.49444390928,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.0751953125,0,80,5.9776296977,0,80,0.2,0.05,120,0.2,0.05,119.549675213,1.49437094017,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.076171875,0,80,5.97733782838,0,80,0.2,0.05,120,0.2,0.05,119.543837969,1.49429797462,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.0771484375,0,80,5.97704597331,0,80,0.2,0.05,120,0.2,0.05,119.53800101,1.49422501263,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.078125,0,80,5.97675413248,0,80,0.2,0.05,120,0.2,0.05,119.532164336,1.49415205421,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.0791015625,0,80,5.97646230591,0,80,0.2,0.05,120,0.2,0.05,119.526327947,1.49407909934,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.080078125,0,80,5.97617049358,0,80,0.2,0.05,120,0.2,0.05,119.520491843,1.49400614804,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.0810546875,0,80,5.97587869551,0,80,0.2,0.05,120,0.2,0.05,119.514656024,1.49393320031,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.08203125,0,80,5.97558691168,0,80,0.2,0.05,120,0.2,0.05,119.50882049,1.49386025613,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.0830078125,0,80,5.9752951421,0,80,0.2,0.05,120,0.2,0.05,119.502985241,1.49378731551,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.083984375,0,80,5.97500338676,0,80,0.2,0.05,120,0.2,0.05,119.497150277,1.49371437846,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.0849609375,0,80,5.97471164567,0,80,0.2,0.05,120,0.2,0.05,119.491315598,1.49364144497,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.0859375,0,80,5.97441991883,0,80,0.2,0.05,120,0.2,0.05,119.485481203,1.49356851504,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.0869140625,0,80,5.97412820623,0,80,0.2,0.05,120,0.2,0.05,119.479647094,1.49349558867,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.087890625,0,80,5.97383650787,0,80,0.2,0.05,120,0.2,0.05,119.473813269,1.49342266586,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.0888671875,0,80,5.97354482376,0,80,0.2,0.05,120,0.2,0.05,119.467979729,1.49334974661,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.08984375,0,80,5.97325315389,0,80,0.2,0.05,120,0.2,0.05,119.462146474,1.49327683092,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.0908203125,0,80,5.97296149825,0,80,0.2,0.05,120,0.2,0.05,119.456313504,1.4932039188,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.091796875,0,80,5.97266985686,0,80,0.2,0.05,120,0.2,0.05,119.450480818,1.49313101023,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.0927734375,0,80,5.97237822971,0,80,0.2,0.05,120,0.2,0.05,119.444648418,1.49305810522,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.09375,0,80,5.9720866168,0,80,0.2,0.05,120,0.2,0.05,119.438816302,1.49298520377,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.0947265625,0,80,5.97179501813,0,80,0.2,0.05,120,0.2,0.05,119.432984471,1.49291230588,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.095703125,0,80,5.97150343369,0,80,0.2,0.05,120,0.2,0.05,119.427152924,1.49283941156,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.0966796875,0,80,5.9712118635,0,80,0.2,0.05,120,0.2,0.05,119.421321663,1.49276652079,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.09765625,0,80,5.97092030754,0,80,0.2,0.05,120,0.2,0.05,119.415490686,1.49269363358,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.0986328125,0,80,5.97062876581,0,80,0.2,0.05,120,0.2,0.05,119.409659994,1.49262074992,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.099609375,0,80,5.97033723832,0,80,0.2,0.05,120,0.2,0.05,119.403829586,1.49254786983,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.1005859375,0,80,5.97004572506,0,80,0.2,0.05,120,0.2,0.05,119.397999464,1.4924749933,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.1015625,0,80,5.96975422604,0,80,0.2,0.05,120,0.2,0.05,119.392169626,1.49240212032,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.1025390625,0,80,5.96946274125,0,80,0.2,0.05,120,0.2,0.05,119.386340072,1.4923292509,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.103515625,0,80,5.9691712707,0,80,0.2,0.05,120,0.2,0.05,119.380510803,1.49225638504,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.1044921875,0,80,5.96887981437,0,80,0.2,0.05,120,0.2,0.05,119.374681819,1.49218352274,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.10546875,0,80,5.96858837228,0,80,0.2,0.05,120,0.2,0.05,119.368853119,1.49211066399,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.1064453125,0,80,5.96829694441,0,80,0.2,0.05,120,0.2,0.05,119.363024704,1.49203780881,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.107421875,0,80,5.96800553078,0,80,0.2,0.05,120,0.2,0.05,119.357196574,1.49196495718,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.1083984375,0,80,5.96771413137,0,80,0.2,0.05,120,0.2,0.05,119.351368728,1.4918921091,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.109375,0,80,5.96742274619,0,80,0.2,0.05,120,0.2,0.05,119.345541167,1.49181926459,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.1103515625,0,80,5.96713137524,0,80,0.2,0.05,120,0.2,0.05,119.33971389,1.49174642363,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.111328125,0,80,5.96684001852,0,80,0.2,0.05,120,0.2,0.05,119.333886898,1.49167358623,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.1123046875,0,80,5.96654867602,0,80,0.2,0.05,120,0.2,0.05,119.32806019,1.49160075238,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.11328125,0,80,5.96625734775,0,80,0.2,0.05,120,0.2,0.05,119.322233767,1.49152792209,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.1142578125,0,80,5.9659660337,0,80,0.2,0.05,120,0.2,0.05,119.316407628,1.49145509536,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.115234375,0,80,5.96567473388,0,80,0.2,0.05,120,0.2,0.05,119.310581774,1.49138227218,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.1162109375,0,80,5.96538344828,0,80,0.2,0.05,120,0.2,0.05,119.304756204,1.49130945256,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.1171875,0,80,5.9650921769,0,80,0.2,0.05,120,0.2,0.05,119.298930919,1.49123663649,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.1181640625,0,80,5.96480091975,0,80,0.2,0.05,120,0.2,0.05,119.293105918,1.49116382398,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.119140625,0,80,5.96450967681,0,80,0.2,0.05,120,0.2,0.05,119.287281202,1.49109101502,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.1201171875,0,80,5.9642184481,0,80,0.2,0.05,120,0.2,0.05,119.28145677,1.49101820962,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.12109375,0,80,5.9639272336,0,80,0.2,0.05,120,0.2,0.05,119.275632622,1.49094540777,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.1220703125,0,80,5.96363603333,0,80,0.2,0.05,120,0.2,0.05,119.269808759,1.49087260948,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.123046875,0,80,5.96334484727,0,80,0.2,0.05,120,0.2,0.05,119.26398518,1.49079981475,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.1240234375,0,80,5.96305367543,0,80,0.2,0.05,120,0.2,0.05,119.258161885,1.49072702356,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.125,0,80,5.96276251781,0,80,0.2,0.05,120,0.2,0.05,119.252338875,1.49065423594,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.1259765625,0,80,5.96247137441,0,80,0.2,0.05,120,0.2,0.05,119.246516149,1.49058145186,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.126953125,0,80,5.96218024522,0,80,0.2,0.05,120,0.2,0.05,119.240693707,1.49050867134,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.1279296875,0,80,5.96188913024,0,80,0.2,0.05,120,0.2,0.05,119.23487155,1.49043589437,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.12890625,0,80,5.96159802948,0,80,0.2,0.05,120,0.2,0.05,119.229049677,1.49036312096,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.1298828125,0,80,5.96130694293,0,80,0.2,0.05,120,0.2,0.05,119.223228088,1.4902903511,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.130859375,0,80,5.9610158706,0,80,0.2,0.05,120,0.2,0.05,119.217406783,1.49021758479,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.1318359375,0,80,5.96072481248,0,80,0.2,0.05,120,0.2,0.05,119.211585763,1.49014482204,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.1328125,0,80,5.96043376857,0,80,0.2,0.05,120,0.2,0.05,119.205765027,1.49007206284,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.1337890625,0,80,5.96014273887,0,80,0.2,0.05,120,0.2,0.05,119.199944575,1.48999930719,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.134765625,0,80,5.95985172338,0,80,0.2,0.05,120,0.2,0.05,119.194124407,1.48992655509,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.1357421875,0,80,5.9595607221,0,80,0.2,0.05,120,0.2,0.05,119.188304524,1.48985380655,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.13671875,0,80,5.95926973503,0,80,0.2,0.05,120,0.2,0.05,119.182484925,1.48978106156,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.1376953125,0,80,5.95897876216,0,80,0.2,0.05,120,0.2,0.05,119.176665609,1.48970832012,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
0.138671875,0,80,5.95868780351,0,80,0.2,0.05,120,0.2,0.05,119.170846578,1.48963558223,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50,0.5,1,0,50
